Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 176 VERNON STREET (ARABIC HOUSE),10/25/2020,03:26 PM,MAC-20-0849,Macalester College Public Safety dispatched trades for a maintenance emergency inside the Arabic House (176 Vernon Street).,10/25/2020 03:26 PM and 10/25/2020 03:32 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/25/2020,10:00 PM,MAC-20-0850,Macalester College Public Safety responded to report of marijuana smell in residence hall.,10/25/2020 10:00 PM and 10/25/2020 10:35 PM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/26/2020,12:30 AM,MAC-20-0851,Public Safety discovered unsecure area in the Academic Hall.,10/26/2020 12:30 AM and 10/26/2020 12:40 AM,,OPEN
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/26/2020,12:30 AM,MAC-20-0851,Public Safety discovered unsecure area in the Academic Hall.,10/26/2020 12:30 AM and 10/26/2020 12:40 AM,,OPEN
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : 77 MAC,10/26/2020,03:20 PM,MAC-20-0852,Macalester College Public Safety received notice of elevator out of service.,10/26/2020 03:20 PM and 10/26/2020 03:40 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/26/2020,09:23 PM,MAC-20-0853,Macalester College Public Safety replaced a smoke detector in Dupre 202.,10/26/2020 09:23 PM and 10/26/2020 09:30 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/27/2020,12:30 AM,MAC-20-0856,Public Safety officer observed an unsecured area in the Academic Hall.,10/27/2020 12:30 AM and 10/27/2020 12:40 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/27/2020,12:30 AM,MAC-20-0856,Public Safety officer observed an unsecured area in the Academic Hall.,10/27/2020 12:30 AM and 10/27/2020 12:40 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : KAGIN COMMONS,10/27/2020,01:15 AM,MAC-20-0855,Public safety walk up to an unsecure area.,10/27/2020 01:15 AM and 10/27/2020 01:15 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,10/27/2020,01:20 AM,MAC-20-0857,Public safety observed an unsecured area.,10/27/2020 01:20 AM and 10/27/2020 01:25 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,10/27/2020,01:30 AM,MAC-20-0854,Public Safety observed an unsecured area in the Academic Hall.,10/27/2020 01:30 AM and 10/27/2020 01:40 AM,,CLOSED
ASSIST : COLLEGE INVESTIGATION,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,10/27/2020,11:50 AM,MAC-20-0858,Data requested,10/27/2020 11:50 AM and 10/27/2020 11:50 AM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,10/27/2020,08:20 PM,MAC-20-0859,Macalester College Public Safety officer observed unlocked door after hours.,10/27/2020 08:20 PM and 10/27/2020 08:30 PM,,CLOSED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/28/2020,07:58 PM,MAC-20-0861,Macalester College Public Safety responded to a report on suspicious odor in the basement of Wallace Hall.,10/28/2020 07:58 PM and 10/28/2020 09:10 PM,,REFERRED TO OTHER DEPARTMENT
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,10/28/2020,11:07 PM,MAC-20-0862,Public safety observed a suspicious person.,10/28/2020 11:07 PM and 10/28/2020 11:20 PM,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,10/29/2020,04:45 AM,MAC-20-0863,Custodial turn in a found property.,10/29/2020 04:45 AM and 10/29/2020 04:45 AM,,ADVISED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/29/2020,06:56 PM,MAC-20-0864,Public safety responded to a suspicious odor.,10/29/2020 06:56 PM and 10/29/2020 07:00 PM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : RECOVERED,OFF CAMPUS (NON-CLERY),10/31/2020,02:06 PM,MAC-20-0865,Macalester College Public Safety advised of student ID found.,10/31/2020 02:06 PM and 10/31/2020 02:10 PM,,
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/31/2020,07:40 PM,MAC-20-0866,Public Safety assisted Residential Life staff with a welfare check.,10/31/2020 07:40 PM and 10/31/2020 07:55 PM,,CLEARED SERVICE COMPLETE
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/31/2020,10:00 PM,MAC-20-0867,Public Safety responded to a noise complaint report. College policy violation observed and advised.,10/31/2020 10:00 PM and 10/31/2020 10:10 PM,,ADVISED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/31/2020,10:00 PM,MAC-20-0867,Public Safety responded to a noise complaint report. College policy violation observed and advised.,10/31/2020 10:00 PM and 10/31/2020 10:10 PM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,11/1/2020,01:24 AM,MAC-20-0868,Public Safety called to Wallace regarding noise complaint room #210.,11/1/2020 01:24 AM and 11/1/2020 01:34 AM,,ADVISED
COMPLAINT : NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,11/1/2020,01:24 AM,MAC-20-0868,Public Safety called to Wallace regarding noise complaint room #210.,11/1/2020 01:24 AM and 11/1/2020 01:34 AM,,ADVISED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,11/1/2020,10:40 AM,MAC-20-0870,Public Safety received a Fire Panel Trouble Alarm from a residence hall.  Replaced dirty detector head.,11/1/2020 10:40 AM and 11/1/2020 10:50 AM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/1/2020,06:35 PM,MAC-20-0869,Macalester College Public Safety responded to a report of a suspicious person at the Campus Center.,11/1/2020 06:33 PM and 11/1/2020 06:55 PM,,TRESPASSED
TRESPASS : ISSUED,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/1/2020,06:35 PM,MAC-20-0869,Macalester College Public Safety responded to a report of a suspicious person at the Campus Center.,11/1/2020 06:33 PM and 11/1/2020 06:55 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,11/3/2020,12:40 AM,MAC-20-0871,Public Safety observed unsecured area in the Academic Hall.,11/3/2020 12:40 AM and 11/3/2020 12:50 AM,,FINAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,11/3/2020,01:25 AM,MAC-20-0872,Public Safety observed a unsecured area.,11/3/2020 01:25 AM and 11/3/2020 01:30 AM,,CLOSED
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS,11/3/2020,01:26 PM,MAC-20-0873,"Public Safety was notified that unknown parties had painted a tree, ""the Rock"", and a banner.",11/3/2020 01:26 PM and 11/3/2020 01:26 PM,,
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS,11/3/2020,01:26 PM,MAC-20-0873,"Public Safety was notified that unknown parties had painted a tree, ""the Rock"", and a banner.",11/3/2020 01:26 PM and 11/3/2020 01:26 PM,,
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,11/3/2020,10:20 PM,MAC-20-0875,Macalester College Public Safety officer observed unlocked door after hours.,11/3/2020 10:20 PM and 11/3/2020 10:30 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : STADIUM RESIDENCE HALL,11/3/2020,10:20 PM,MAC-20-0874,Macalester College Public Safety received report of power outage in residence room.,11/3/2020 10:20 PM and 11/3/2020 10:30 PM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : STADIUM RESIDENCE HALL,11/3/2020,10:20 PM,MAC-20-0874,Macalester College Public Safety received report of power outage in residence room.,11/3/2020 10:20 PM and 11/3/2020 10:30 PM,,
"COLLEGE POLICY VIOLATION : CAMPUS POLICIES AND PROTOCOLS : 5.01 ALCOHOL AND ILLEGAL DRUGS 
POLICY",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,01:00 AM,MAC-20-0876,Macalester College Public Safety Officers responded to noise complaint.,11/4/2020 01:00 AM and 11/4/2020 01:30 AM,,CLOSED
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,01:00 AM,MAC-20-0876,Macalester College Public Safety Officers responded to noise complaint.,11/4/2020 01:00 AM and 11/4/2020 01:30 AM,,CLOSED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.05 FIRE SAFETY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,01:00 AM,MAC-20-0876,Macalester College Public Safety Officers responded to noise complaint.,11/4/2020 01:00 AM and 11/4/2020 01:30 AM,,CLOSED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,01:00 AM,MAC-20-0876,Macalester College Public Safety Officers responded to noise complaint.,11/4/2020 01:00 AM and 11/4/2020 01:30 AM,,CLOSED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.09 NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,01:00 AM,MAC-20-0876,Macalester College Public Safety Officers responded to noise complaint.,11/4/2020 01:00 AM and 11/4/2020 01:30 AM,,CLOSED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.15 TOBACCO USE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,01:00 AM,MAC-20-0876,Macalester College Public Safety Officers responded to noise complaint.,11/4/2020 01:00 AM and 11/4/2020 01:30 AM,,CLOSED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,01:00 AM,MAC-20-0876,Macalester College Public Safety Officers responded to noise complaint.,11/4/2020 01:00 AM and 11/4/2020 01:30 AM,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,11/4/2020,06:40 AM,MAC-20-0877,Public Safety received found property in the Academic Hall.,11/4/2020 06:40 AM and 11/4/2020 06:45 AM,,OPEN
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/4/2020,08:20 PM,MAC-20-0880,Macalester College Public Safety received phone call of smoke detector malfunctioning.,11/4/2020 08:20 PM and 11/4/2020 08:25 PM,,FALSE ALARM
INFORMATION ONLY,OFF CAMPUS (NON-CLERY),11/4/2020,08:20 PM,MAC-20-0882,Public Safety received reports of students possibly being arrested off campus. Campus Response team informed.,11/4/2020 08:20 PM and 11/4/2020 09:00 PM,,REFERRED TO STUDENT AFFAIRS
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/4/2020,08:32 PM,MAC-20-0881,Macalester College Public Safety Officers responded to power outage in residence hall.,11/4/2020 08:32 PM and 11/4/2020 08:40 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,11/4/2020,10:30 PM,MAC-20-0883,Macalester College Public Safety Officer observed unsecure door after building hours.,11/4/2020 10:30 PM and 11/4/2020 10:30 PM,,CLOSED
DISORDERLY CONDUCT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,11/5/2020,12:37 PM,MAC-20-0878,Public Safety was notified of Harassing phone calls received in the President's Office,11/5/2020 12:05 PM and 11/5/2020 12:05 PM,,
HARASSMENT : OBSCENE OR HARASSING TELEPHONE CALLS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER HALL,11/5/2020,12:37 PM,MAC-20-0878,Public Safety was notified of Harassing phone calls received in the President's Office,11/5/2020 12:05 PM and 11/5/2020 12:05 PM,,
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/5/2020,03:45 PM,MAC-20-0884,Macalester College Public Safety received report of marijuana odor emitting from residence hall.,11/5/2020 03:45 PM and 11/5/2020 04:20 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/6/2020,12:40 AM,MAC-20-0885,Public Safety found an unsecured door in the Academic Hall.,11/6/2020 12:40 AM and 11/6/2020 12:45 AM,,FINAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,11/6/2020,12:50 AM,MAC-20-0886,Public Safety did a walkthrough of Olin-Rice and found a door unsecured.,11/6/2020 12:50 AM and 11/6/2020 12:55 AM,,FINAL
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : HUMANITIES,11/6/2020,01:00 AM,MAC-20-0887,Public Safety on walkthrough of humanities observed the West doors were unsecured.,11/6/2020 01:00 AM and 11/6/2020 01:05 AM,,FINAL
DISORDERLY CONDUCT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,11/6/2020,03:11 PM,MAC-20-0888,Public Safety as notified of harassing phone calls received by the History department's phone line.,11/6/2020 03:11 PM and 11/6/2020 03:30 PM,,
HARASSMENT : OBSCENE OR HARASSING TELEPHONE CALLS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,11/6/2020,03:11 PM,MAC-20-0888,Public Safety as notified of harassing phone calls received by the History department's phone line.,11/6/2020 03:11 PM and 11/6/2020 03:30 PM,,
INFORMATION ONLY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/6/2020,04:13 PM,MAC-20-0889,Public Safety was informed of a social media post involving Macalester College.,11/6/2020 01:58 PM and 11/6/2020 04:15 PM,,
HARASSMENT : OBSCENE OR HARASSING TELEPHONE CALLS,MACALESTER CAMPUS,11/6/2020,06:21 PM,MAC-20-0899,Harassing phone calls received in President's Office,11/6/2020 05:58 PM and 11/6/2020 06:11 PM,,
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/6/2020,10:10 PM,MAC-20-0892,Public Safety was notified of a maintenance issue in a residential building. Custodial assisted.,11/6/2020 10:10 PM and 11/6/2020 10:15 PM,,REFERRED TO OTHER DEPARTMENT
GRAFFITI (NON-CRIMINAL),MACALESTER CAMPUS : EXTERIOR SPACES : ANDERSON PROTICO,11/6/2020,10:15 PM,MAC-20-0891,Public Safety observed graffiti on campus property. Work order submitted.,11/6/2020 10:15 PM and 11/6/2020 10:20 PM,,REFERRED TO OTHER DEPARTMENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 1),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/6/2020,10:32 PM,MAC-20-0890,Public Safety responded to a noise complaint report. College policy violation observed and advised.,11/6/2020 10:32 PM and 11/6/2020 10:45 PM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 2),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/6/2020,10:32 PM,MAC-20-0890,Public Safety responded to a noise complaint report. College policy violation observed and advised.,11/6/2020 10:32 PM and 11/6/2020 10:45 PM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 3),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/6/2020,10:32 PM,MAC-20-0890,Public Safety responded to a noise complaint report. College policy violation observed and advised.,11/6/2020 10:32 PM and 11/6/2020 10:45 PM,,ADVISED AND SENT
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 4),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/6/2020,10:32 PM,MAC-20-0890,Public Safety responded to a noise complaint report. College policy violation observed and advised.,11/6/2020 10:32 PM and 11/6/2020 10:45 PM,,ADVISED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS (Count 5),MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/6/2020,10:32 PM,MAC-20-0890,Public Safety responded to a noise complaint report. College policy violation observed and advised.,11/6/2020 10:32 PM and 11/6/2020 10:45 PM,,ADVISED AND SENT
MEDICAL EMERGENCY : INURY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/7/2020,10:45 AM,MAC-20-0893,"Public Safety was notified of a student who had been injured in a motorized scooter accident. Student transported to Urgent Care 
Center.",11/7/2020 10:45 AM and 11/7/2020 11:00 AM,,TRANSPORTED TO HOSPITAL
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/7/2020,11:30 PM,MAC-20-0894,Public Safety was notified of a fire panel trouble alert in a residential building.,11/7/2020 11:30 PM and 11/7/2020 11:40 PM,,ADVISED
ALARMS : AED CABINET,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/9/2020,12:00 AM,MAC-20-0896,Public Safety responded to AED cabinet alarm in the Resident Hall.,11/9/2020 12:00 AM and 11/9/2020 12:10 AM,,CLOSED
DAMAGE TO PROPERTY : GRAFFITI/VANDALISM,MACALESTER CAMPUS : EXTERIOR SPACES : GREAT LAWN,11/9/2020,01:53 AM,MAC-20-0895,Public Safety observed vandalism on property.,11/9/2020 01:53 AM and 11/9/2020 02:00 AM,,
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/9/2020,02:30 AM,MAC-20-0897,Public Safety responded to maintenance emergency.,11/9/2020 02:30 AM and 11/9/2020 02:45 AM,,
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/9/2020,02:30 AM,MAC-20-0897,Public Safety responded to maintenance emergency.,11/9/2020 02:30 AM and 11/9/2020 02:45 AM,,REFERRED TO OTHER DEPARTMENT
ALARMS : AED CABINET,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/9/2020,10:04 AM,MAC-20-0898,Public Safety responded to an AED Cabinet Alarm at a residence hall.  Triggered by Custodian cleaning cabinet. No emergency.,11/9/2020 10:05 AM and 11/9/2020 10:15 AM,,CLEARED NO SERVICE
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/9/2020,01:45 PM,MAC-20-0900,Public Safety responded to a smoke detector in alarm in a residence hall.  Caused by dusty appliance.  No fire.,11/9/2020 01:45 PM and 11/9/2020 01:50 PM,,CLEARED NO SERVICE
PROPERTY : MISSING,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/9/2020,06:38 PM,MAC-20-0901,Macalester College Public Safety received report of missing car keys.,11/9/2020 06:38 PM and 11/9/2020 06:38 PM,,ADVISED
LOITERING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,11/10/2020,11:25 AM,MAC-20-0902,Public Safety received a call regarding a loiterer in an administrative building.  Advised and sent.,11/10/2020 11:25 AM and 11/10/2020 11:35 AM,,ADVISED AND SENT
"COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.13 ROOM INVENTORY CONTRACTS AND 
DAMAGES",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/11/2020,10:16 AM,MAC-20-0903,Public Safety discovered a damaged security camera.,11/1/2020 12:01 AM and 11/1/2020 12:00 PM,,
DAMAGE TO PROPERTY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/11/2020,10:16 AM,MAC-20-0903,Public Safety discovered a damaged security camera.,11/1/2020 12:01 AM and 11/1/2020 12:00 PM,,
ASSIST,HIGHWINDS PROPERTY,11/11/2020,11:30 AM,MAC-20-0879,Resident in HIGHWINDS PROPERTY contacted Public Safety Dispatch that they were locked out of their residence.,11/11/2020 11:00 AM and 11/11/2020 11:35 AM,,OPEN
ASSIST,HIGHWINDS PROPERTY,11/11/2020,12:30 PM,MAC-20-0904,"A resident at a HIGHWINDS PROPERTY located above FRENCH MEADOW AT 1664 GRAND AVE contacted PUBLIC SAFETY 
DSIPATCH that they were locked out of their apartment.",11/11/2020 12:30 PM and 11/11/2020 12:45 PM,,CLEARED SERVICE COMPLETE
INFORMATION ONLY,ROADWAY : GRAND AVENUE,11/11/2020,04:45 PM,MAC-20-0906,Macalester College Public Safety made contact with trespassed citizen near campus property.,11/11/2020 04:45 PM and 11/11/2020 04:55 PM,,CLOSED
"COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.13 ROOM INVENTORY CONTRACTS AND 
DAMAGES",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/12/2020,08:31 AM,MAC-20-0905,Public Safety discovered a damage security camera,11/7/2020 11:27 PM and 11/7/2020 11:27 PM,,
DAMAGE TO PROPERTY : CRIMINAL,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/12/2020,08:31 AM,MAC-20-0905,Public Safety discovered a damage security camera,11/7/2020 11:27 PM and 11/7/2020 11:27 PM,,
MAINTENANCE ELEVATOR : OUT OF SERVICE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,11/12/2020,08:35 AM,MAC-20-0907,Public Safety received a radio call from Facilities that the Turk elevator wasn't working.,11/12/2020 08:35 AM and UNKNOWN,,CLOSED
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,11/13/2020,02:01 PM,MAC-20-0908,Public Safety responded to a duress alarm from an academic building.  Accidental activation.  No emergency.,11/13/2020 02:01 PM and 11/13/2020 02:05 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,11/13/2020,08:00 PM,MAC-20-0909,Public Safety was notified of an issue with an off-campus student's living situation. Campus Response Team contacted.,11/13/2020 08:00 PM and 11/13/2020 08:15 PM,,REFERRED TO OTHER DEPARTMENT
PROPERTY : RECOVERED,MACALESTER CAMPUS : PARKING,11/14/2020,02:18 AM,MAC-20-0910,Public safety recovered a lost property.,11/14/2020 02:18 AM and 11/14/2020 02:25 AM,,CLOSED
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,11/14/2020,03:50 AM,MAC-20-0911,Public safety observed a suspicious activity.,11/14/2020 03:50 AM and 11/14/2020 04:00 AM,,CLOSED
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,11/14/2020,03:50 AM,MAC-20-0911,Public safety observed a suspicious activity.,11/14/2020 03:50 AM and 11/14/2020 04:00 AM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS,11/14/2020,05:15 AM,MAC-20-0912,Public safety observed maintenance issue.,11/14/2020 05:15 AM and 11/14/2020 05:15 AM,,CLOSED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,11/14/2020,07:05 PM,MAC-20-0918,Macalester College Public Safety responded to a report of a suspicious odor in Bigelow Hall.,11/14/2020 07:05 PM and 11/14/2020 07:15 PM,,CLEARED NO SERVICE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,11/14/2020,09:50 PM,MAC-20-0917,Macalester College Public Safety responded to a room occupancy violation in Wallace Hall.,11/14/2020 09:50 PM and 11/14/2020 09:55 PM,,ADVISED
CCM : SELF ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,11/14/2020,10:50 PM,MAC-20-0913,Public Safety received a report of a student on campus with a fever. Contacted Residential Life.,11/14/2020 10:50 PM and 11/14/2020 10:55 PM,,REFERRED TO RESIDENTIAL LIFE
CCM : SELF ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,11/15/2020,08:23 PM,MAC-20-0915,Macalester College Public Safety received a phone call from a student needing to go into self isolation.,11/15/2020 08:23 PM and 11/15/2020 08:35 PM,,REFERRED TO RESIDENTIAL LIFE
