Incident Type,Location,Date Reported,Time Reported,Case #,Notes,Incident Occurred Between,Int. Ref. #,Disposition
PROPERTY : MISSING,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,9/25/2020,05:00 PM,MAC-20-0712,Public Safety recd. a call about a missing wallet.,9/24/2020 05:00 PM and 9/25/2020 03:00 PM,,ADVISED
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : PRESIDENTS HOME,9/25/2020,06:44 PM,MAC-20-0713,Macalester College Public Safety responded to a maintenance emergency at the President's house.,9/25/2020 06:44 PM and 9/25/2020 07:20 PM,,CLEARED SERVICE COMPLETE
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : PARKING : WEST 2,9/25/2020,07:25 PM,MAC-20-0714,Macalester College Public Safety assisted a student with jump starting their vehicle.,9/25/2020 07:25 PM and 9/25/2020 07:35 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,9/25/2020,09:50 PM,MAC-20-0715,Macalester College Public Safety responded to a reported violation of Community Expectations During the Covid-19 Pandemic.,9/25/2020 09:50 PM and 9/25/2020 10:00 PM,,ADVISED
CCM,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,9/25/2020,11:07 PM,MAC-20-0716,Public Safety received a report of a student feeling ill. Self isolated.,9/25/2020 07:00 PM and 9/25/2020 11:45 PM,,CLEARED SERVICE COMPLETE
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : EXTERIOR SPACES : SHAW FIELD,9/26/2020,01:05 AM,MAC-20-0717,call for group of students outside Leonard Center maxing 20. broke up group. sent students home.,9/26/2020 01:05 AM and 9/26/2020 01:25 AM,,CLOSED
PROPERTY : RECOVERED,MACALESTER CAMPUS,9/26/2020,08:30 AM,MAC-20-0719,Macalester College Public Safety received found keys.,9/26/2020 08:30 AM and 9/26/2020 08:31 AM,,OPEN
PROPERTY : FOUND,ROADWAY : SUMMIT AVENUE,9/26/2020,08:43 AM,MAC-20-0718,Macalester College Public Safety received found ID.,9/26/2020 08:43 AM and 9/26/2020 08:43 AM,,CLEARED SERVICE COMPLETE
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,9/26/2020,04:30 PM,MAC-20-0720,Macalester College Public Safety received report of broken washing machine.,9/26/2020 04:30 PM and 9/26/2020 04:49 PM,,ADVISED
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : THEATER AND DANCE BUILDING,9/26/2020,08:00 PM,MAC-20-0721,Public Safety responded to a student needing assistance retrieving a phone. Referred to Trades.,9/26/2020 08:00 PM and 9/26/2020 08:20 PM,,REFERRED TO OTHER DEPARTMENT
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,9/26/2020,11:00 PM,MAC-20-0722,Public Safety officer responded to a maintenance call in the Resident Hall.,9/26/2020 11:00 PM and 9/26/2020 11:10 PM,,FINAL
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,9/27/2020,04:30 AM,MAC-20-0723,Public Safety responded to suspicious activity by Resident Hall.,9/27/2020 04:30 AM and 9/27/2020 04:40 AM,,ADVISED AND SENT
SUSPICIOUS ACTIVITY : UNSECURE AREA,ROADWAY : MACALESTER DRIVE,9/27/2020,04:40 AM,MAC-20-0724,Public Safety responded to suspicious activity.,9/27/2020 04:40 AM and 9/27/2020 04:50 AM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ATHLETIC FACILITIES : LEONARD CENTER AND WELLNESS COMPLEX,9/27/2020,08:50 AM,MAC-20-0725,Public Safety responded to an unsecure area in the Leonard Center,9/27/2020 08:50 AM and 9/27/2020 09:00 AM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,9/27/2020,11:10 AM,MAC-20-0726,Public Safety performed a Welfare Check on a student at the request of a parent,9/27/2020 11:10 AM and 9/27/2020 11:20 AM,,CLEARED SERVICE COMPLETE
MEDICAL EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,9/29/2020,06:50 PM,MAC-20-0727,Macalester College Public Safety responded to report of student fainting.,9/29/2020 06:50 PM and 9/29/2020 07:11 PM,,NOT TRANSPORTED
PROPERTY : MISSING,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,9/29/2020,07:52 PM,MAC-20-0728,Macalester College Public Safety received report of lost property.,9/29/2020 07:52 PM and 9/29/2020 07:52 PM,,OPEN
SUSPICIOUS ACTIVITY : PERSON,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,9/29/2020,08:00 PM,MAC-20-0729,Macalester College Public Safety officer observed suspicious subject in high theft area.,9/29/2020 08:00 PM and 9/29/2020 08:41 PM,,CLOSED
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,9/30/2020,12:38 AM,MAC-20-0730,Public Safety observed an unsecured area.,9/30/2020 12:38 AM and 9/30/2020 04:40 AM,,CLOSED
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : KIRK,9/30/2020,05:36 AM,MAC-20-0731,Public Safety observed a bike theft.,9/30/2020 05:36 AM and 9/30/2020 05:36 AM,,CLOSED
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLD MAIN,9/30/2020,08:30 AM,MAC-20-0732,Elevator emergency alarm-unfounded,9/30/2020 08:30 AM and 9/30/2020 08:30 AM,,FALSE ALARM
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,9/30/2020,10:12 PM,MAC-20-0734,Macalester College Public Safety responded to a report of a cannabis smell coming from a students room.,9/30/2020 10:12 PM and 9/30/2020 10:20 PM,,CLOSED
THEFT : INCLUDING ATTEMPTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,10/1/2020,04:33 AM,MAC-20-0735,Public safety observed a bike theft attempt.,10/1/2020 04:33 AM and 10/1/2020 04:33 AM,,CLOSED
DAMAGE TO PROPERTY : ACCIDENTAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,10/1/2020,10:00 PM,MAC-20-0737,Macalester College Public Safety responded to a damage to property incident inside the facilities garage.,10/1/2020 09:45 PM and 10/1/2020 10:10 PM,,CLEARED SERVICE COMPLETE
CCM : SELF ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/2/2020,11:15 AM,MAC-20-0738,Public Safety received a report of an ill student who was initiating self-isolation.,10/2/2020 11:15 AM and 10/2/2020 11:15 AM,,ADVISED
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,10/3/2020,11:45 AM,MAC-20-0739,Public Safety responded to a Fire Panel Trouble Alarm from a residence hall.,10/3/2020 11:45 AM and 10/3/2020 11:55 AM,,CLOSED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.01 APPLIANCES,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,10/3/2020,11:45 AM,MAC-20-0739,Public Safety responded to a Fire Panel Trouble Alarm from a residence hall.,10/3/2020 11:45 AM and 10/3/2020 11:55 AM,,CLOSED
CCM : SELF ISOLATION,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/3/2020,12:40 PM,MAC-20-0740,Public Safety received a report of a student entering self isolation due to illness.,10/3/2020 12:40 PM and 10/3/2020 12:40 PM,,REFERRED TO OTHER DEPARTMENT
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : CAMPUS CENTER,10/3/2020,04:30 PM,MAC-20-0741,Public Safety received a theft report of a bicycle.,10/2/2020 07:30 PM and 10/3/2020 02:30 PM,,CLEARED NO SERVICE
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : EXTERIOR SPACES : BATEMAN PLAZA,10/3/2020,09:20 PM,MAC-20-0742,Macalester College Public Safety responded to report of student feeling Ill. Not transported.,10/3/2020 09:20 PM and 10/3/2020 09:35 PM,,NOT TRANSPORTED
PROPERTY : MISSING,MACALESTER CAMPUS : PARKING : VISITOR 1,10/4/2020,09:00 AM,MAC-20-0743,Public Safety received a report of a campus visitor who had lost their wallet.,10/4/2020 07:30 AM and 10/4/2020 10:45 AM,,CLOSED
THEFT : BICYCLE,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,10/4/2020,02:15 PM,MAC-20-0744,Public Safety observed a bike theft on a security camera that had occurred earlier at a residence hall.,10/4/2020 01:32 PM and 10/4/2020 01:35 PM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/4/2020,11:30 PM,MAC-20-0745,Public safety responded to dirty smoke trouble alarm.,10/4/2020 11:30 PM and 10/4/2020 11:40 PM,,CLOSED
THEFT : BICYCLE : PARTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : DUPRE,10/5/2020,07:45 AM,MAC-20-0746,"While reviewing security camera footage of a previous incident, Public Safety observed the theft of bicycle parts at a residence 
hall bike rack.",10/3/2020 06:22 AM and 10/3/2020 06:23 AM,,CLOSED
PROPERTY : MISSING,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/5/2020,01:15 PM,MAC-20-0747,Public Safety received a report of missing property.,10/4/2020 10:00 PM and 10/4/2020 11:00 PM,,CLOSED
PROPERTY : RECOVERED (Count 1),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS,10/5/2020,07:30 PM,MAC-20-0748,Macalester College Public Safety found recovered property.,10/5/2020 07:30 PM and 10/5/2020 07:31 PM,,CLOSED
PROPERTY : RECOVERED (Count 2),MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS,10/5/2020,07:30 PM,MAC-20-0748,Macalester College Public Safety found recovered property.,10/5/2020 07:30 PM and 10/5/2020 07:31 PM,,
PROPERTY : RECOVERED,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS,10/5/2020,07:30 PM,MAC-20-0750,Macalester Public Safety Recovered Property.,10/5/2020 07:30 PM and 10/5/2020 07:31 PM,,CLOSED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,10/6/2020,04:08 AM,MAC-20-0751,Public safety received a via Generator Alarm through the radio.,10/6/2020 04:08 AM and 10/6/2020 04:08 AM,,REFERRED TO OTHER DEPARTMENT
ASSIST,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/6/2020,11:30 AM,MAC-20-0752,Vehicle Jump start,10/6/2020 11:40 AM and UNKNOWN,,CLOSED
PROPERTY : FOUND,MACALESTER CAMPUS,10/6/2020,04:46 PM,MAC-20-0753,Macalester College Public Safety received found property.,10/6/2020 04:46 PM and 10/6/2020 04:46 PM,,CLOSED
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/7/2020,09:30 AM,MAC-20-0754,SePublic Safety was asked to conduct a welfare check-nothing unusual,10/7/2020 09:30 AM and 10/7/2020 10:00 AM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,10/7/2020,03:55 PM,MAC-20-0755,Public Safety received a request to perform a welfare check. RHD advised and found no issues.,10/7/2020 03:55 PM and 10/7/2020 04:05 PM,,CLEARED NO SERVICE
THEFT : MOTOR VEHICLE THEFT,MACALESTER CAMPUS : PARKING : SOUTH PARKING,10/7/2020,05:05 PM,MAC-20-0756,Macalester College Public Safety investigated a theft of a motor vehicle belonging to a college employee.,10/7/2020 09:10 AM and 10/7/2020 05:50 PM,,REFERRED TO OTHER AGENCY
INVESTIGATION/FOLLOW UP,ROADWAY : ST. CLAIR AVENUE,10/7/2020,05:45 PM,MAC-20-0757,"Public Safety observed police and emergency medical vehicles on public roadway off of campus. Motor vehicle crash with no 
serious injuries.",10/7/2020 05:45 PM and 10/7/2020 05:45 PM,,ADVISED
MOTOR VEHICLE CRASH,ROADWAY : ST. CLAIR AVENUE,10/7/2020,05:45 PM,MAC-20-0757,"Public Safety observed police and emergency medical vehicles on public roadway off of campus. Motor vehicle crash with no 
serious injuries.",10/7/2020 05:45 PM and 10/7/2020 05:45 PM,,CLEARED NO SERVICE
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.06 GUESTS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/7/2020,10:30 PM,MAC-20-0758,Public Safety responded to a report of a college policy violation. Advised.,10/7/2020 10:30 PM and 10/7/2020 10:40 PM,,ADVISED
ASSIST : VIDEO REQUEST,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : MUSIC BUILDING,10/8/2020,08:20 AM,MAC-20-0759,Video request,10/8/2020 08:20 AM and 10/8/2020 08:20 AM,,
ASSIST : COLLEGE EMPLOYEE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/8/2020,09:12 AM,MAC-20-0760,Assist CCM with food delivery,10/8/2020 09:12 AM and 10/8/2020 09:12 AM,,
DAMAGE TO PROPERTY : ACCIDENTAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : OLIN-RICE SCIENCE CENTER,10/8/2020,12:30 PM,MAC-20-0761,Public Safety responded to a window broken by baseball from batting cage,10/8/2020 12:35 PM and 10/8/2020 12:50 PM,,
ALARMS : EMERGENCY ALARM,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,10/8/2020,09:50 PM,MAC-20-0763,Public Safety Responded to an emergency alarm. False alarm.,10/8/2020 09:50 PM and 10/8/2020 10:00 PM,,FALSE ALARM
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : WALLACE HALL,10/8/2020,10:15 PM,MAC-20-0762,Public Safety received a report of a mechanical issue in a residence hall. Referred to heating plant.,10/8/2020 10:15 PM and 10/8/2020 10:20 PM,,REFERRED TO OTHER DEPARTMENT
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/9/2020,06:50 PM,MAC-20-0765,Public Safety performed a welfare check. Cleared with no service.,10/9/2020 06:50 PM and 10/9/2020 08:45 PM,,REFERRED TO RESIDENTIAL LIFE
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/9/2020,10:40 PM,MAC-20-0766,Macalester College Public Safety received report of possible policy violation.,10/9/2020 10:40 PM and 10/9/2020 11:06 PM,,CLOSED
SUSPICIOUS ACTIVITY : ODOR,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,10/10/2020,12:36 AM,MAC-20-0767,Public Safety responded to the smell of smoke,10/10/2020 12:37 AM and 10/10/2020 12:47 AM,,CLOSED
MOTOR VEHICLE CRASH,MACALESTER CAMPUS,10/10/2020,05:20 AM,MAC-20-0769,Public Safety was involved in Motor Vehicle Crash,10/10/2020 05:20 AM and 10/10/2020 05:20 AM,,PENDING INVESTIGATION
ALARMS,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 1662 PRINCETON COURT (RA HOUSE) HOUSE,10/10/2020,05:22 AM,MAC-20-0768,Carbon Monoxide detector alarm. AT 1662 Princeton Ave RA House.,10/10/2020 05:22 AM and 10/10/2020 05:50 AM,,CLOSED
MAINTENANCE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 1662 PRINCETON COURT (RA HOUSE) HOUSE,10/10/2020,05:22 AM,MAC-20-0768,Carbon Monoxide detector alarm. AT 1662 Princeton Ave RA House.,10/10/2020 05:22 AM and 10/10/2020 05:50 AM,,CLOSED
ANIMAL : OFF LEASH,ROADWAY : MACALESTER STREET,10/10/2020,07:40 AM,MAC-20-0596,Public Safety while on patrol came across a loose dog on campus.,10/10/2020 07:40 AM and 10/10/2020 08:10 AM,,CLOSED
MEDICAL EMERGENCY : ILLNESS,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,10/10/2020,03:00 PM,MAC-20-0770,Macalester College Public Safety responded to medical call for student.,10/10/2020 03:00 PM and 10/10/2020 04:24 PM,,CLEARED SERVICE COMPLETE
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/10/2020,08:45 PM,MAC-20-0771,Macalester Public Safety responded to fire panel smoke alarm.,10/10/2020 08:45 PM and 10/10/2020 09:00 PM,,CLEARED SERVICE COMPLETE
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/11/2020,01:05 AM,MAC-20-0772,Public Safety responded to a complaint of COVID-19 visitor violation.,10/11/2020 01:05 AM and 10/11/2020 01:15 AM,,CLOSED
DISBTURBANCE : VERBAL,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/11/2020,01:10 AM,MAC-20-0774,student became created a disturbance. room 715 Kirk Hall.,10/11/2020 01:10 AM and 10/11/2020 01:15 AM,,CLOSED
COLLEGE POLICY VIOLATION : RESIDENCE HALL POLICIES : 6.09 NOISE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/11/2020,01:14 AM,MAC-20-0773,Public Safety responded to a noise complaint.,10/11/2020 01:14 AM and 10/11/2020 01:25 AM,,CLOSED
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : LAMPERT BUILDING,10/11/2020,10:50 AM,MAC-20-0775,Public Safety received a call from The Breadsmith that the bathroom toilet was overflowing.,10/11/2020 10:50 AM and 10/11/2020 10:57 AM,,REFERRED TO OTHER DEPARTMENT
DISBTURBANCE : VERBAL,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : DEWITT WALLACE LIBRARY,10/11/2020,12:50 PM,MAC-20-0776,Public Safety received a call from the Library about a disturbance from a community member.,10/11/2020 12:50 PM and 10/11/2020 01:10 PM,,CLOSED
PROPERTY : RECOVERED,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,10/11/2020,03:00 PM,MAC-20-0777,Macalester College Public Safety recovered found property.,10/11/2020 03:00 PM and 10/11/2020 03:01 PM,,ADVISED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,10/11/2020,06:50 PM,MAC-20-0778,Macalester College Public Safety received report of malfunctioning outlets.,10/11/2020 06:50 PM and 10/11/2020 06:51 PM,,CLEARED SERVICE COMPLETE
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GRAND CAMBRIDGE APARTMENTS,10/12/2020,06:25 PM,MAC-20-0779,Macalester College Public Safety and Residential Life conducted a fire drill.,10/12/2020 06:25 PM and 10/12/2020 06:35 PM,,CLEARED SERVICE COMPLETE
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DOTY HALL,10/12/2020,06:42 PM,MAC-20-0780,Macalester College Public Safety and Residential Life conducted a fire drill.,10/12/2020 06:42 PM and 10/12/2020 06:50 PM,,CLEARED SERVICE COMPLETE
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : TURCK HALL,10/12/2020,06:51 PM,MAC-20-0781,Macalester College Public Safety and Residential Life conducted a fire drill.,10/12/2020 06:51 PM and 10/12/2020 07:05 PM,,CLEARED SERVICE COMPLETE
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/13/2020,06:00 PM,MAC-20-0788,Macalester College Public Safety and Residential Life conducted a fire drill.,10/13/2020 06:00 PM and 10/13/2020 06:10 PM,,CLEARED SERVICE COMPLETE
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : GEORGE DAYTON DRAPER HALL,10/13/2020,06:15 PM,MAC-20-0789,Macalester College Public Safety and Residential Life conducted a fire drill.,10/13/2020 06:15 PM and 10/13/2020 06:30 PM,,CLOSED
ALARMS : FIRE SYSTEM : TROUBLE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : DUPRE HALL,10/13/2020,06:30 PM,MAC-20-0782,Macalester College Public Safety responded to fire panel trouble alarm.,10/13/2020 06:30 PM and 10/13/2020 07:00 PM,,CLEARED SERVICE COMPLETE
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : SUMMIT HOUSE,10/13/2020,06:35 PM,MAC-20-0790,Macalester College Public Safety and Residential Life conducted a fire drill.,10/13/2020 06:35 PM and 10/13/2020 06:40 PM,,CLEARED SERVICE COMPLETE
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/13/2020,07:01 PM,MAC-20-0783,Macalester College Public Safety conducted a welfare check on a student at the request of Residential Life.,10/13/2020 07:10 PM and 10/13/2020 07:20 PM,,CLEARED SERVICE COMPLETE
SUSPICIOUS ACTIVITY : UNSECURE AREA,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : WEYERHAEUSER MEMORIAL CHAPEL,10/14/2020,12:20 AM,MAC-20-0764,Public Safety observed an unsecured area.,10/14/2020 12:20 AM and 10/14/2020 12:25 AM,,CLOSED
THEFT : INCLUDING ATTEMPTS,MACALESTER CAMPUS : EXTERIOR SPACES : BIKE RACKS : KIRK,10/14/2020,04:25 AM,MAC-20-0784,Public safety walk up to attempting of a bike theft.,10/14/2020 04:25 AM and 10/14/2020 04:30 AM,,CLOSED
ALARMS : FIRE SYSTEM : SMOKE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/14/2020,10:05 AM,MAC-20-0786,Public Safety responded to smoke detectors in alarm in room,10/14/2020 10:05 AM and 10/14/2020 11:00 AM,,
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 1662 PRINCETON COURT (RA HOUSE) HOUSE,10/14/2020,10:20 AM,MAC-20-0785,"RHD reported that a suspicious person entered the RA house unannounced at 10:15AM, 10/13/20. Nothing harmed or missing.",10/13/2020 10:15 AM and UNKNOWN,,
WELFARE CHECK,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : CULTURAL HOUSE,10/14/2020,01:08 PM,MAC-20-0787,PUblic Safety was requested to check access records.,10/14/2020 01:08 PM and 10/14/2020 01:08 PM,,
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/14/2020,06:00 PM,MAC-20-0791,Public Safety conducted a successful fire drill of a residential building.,10/14/2020 06:00 PM and 10/14/2020 06:10 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : STADIUM RESIDENCE HALL,10/14/2020,06:15 PM,MAC-20-0792,Public Safety conducted a successful fire drill of a residential building.,10/14/2020 06:15 PM and 10/14/2020 06:20 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 1661-1663 PRINCETON COURT (JAPAN HOUSE),10/14/2020,06:30 PM,MAC-20-0793,Public Safety conducted a successful fire drill in a residential building.,10/14/2020 06:30 PM and 10/14/2020 06:32 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 1662 PRINCETON COURT (RA HOUSE) HOUSE,10/14/2020,06:34 PM,MAC-20-0794,Public Safety conducted a successful fire drill of a residential building.,10/14/2020 06:34 PM and 10/14/2020 06:36 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 176 VERNON STREET (ARABIC HOUSE),10/14/2020,06:38 PM,MAC-20-0795,Public Safety conducted a successful fire drill of a residential building.,10/14/2020 06:38 PM and 10/14/2020 06:40 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 188-190 VERNON STREET (GERMAN HOUSE),10/14/2020,06:41 PM,MAC-20-0796,Public Safety conducted a successful fire drill of a residential building.,10/14/2020 06:41 PM and 10/14/2020 06:43 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 200 VERNON STREET (ECO HOUSE),10/14/2020,06:45 PM,MAC-20-0797,Public Safety conducted a successful fire drill of a residential building.,10/14/2020 06:45 PM and 10/14/2020 06:47 PM,,ADVISED
DRILL : FIRE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 180-182 VERNON STREET (FRENCH HOUSE),10/14/2020,06:50 PM,MAC-20-0798,Public Safety conducted a successful fire drill of a residential building.,10/14/2020 06:50 PM and 10/14/2020 06:51 PM,,ADVISED
MAINTENANCE : ROUTINE,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : 180-182 VERNON STREET (FRENCH HOUSE),10/14/2020,09:15 PM,MAC-20-0799,Public Safety responded to a report of an electrical issue in a residential building. Resolved by Heating Plant.,10/14/2020 09:15 PM and 10/14/2020 09:45 PM,,REFERRED TO OTHER DEPARTMENT
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : KIRK HALL,10/14/2020,10:10 PM,MAC-20-0800,Macalester College Public Safety responded to a policy violation at Kirk Hall.,10/14/2020 10:10 PM and 10/14/2020 10:20 PM,,ADVISED AND SENT
MAINTENANCE : EMERGENCY,MACALESTER CAMPUS : ATHLETIC FACILITIES,10/15/2020,02:53 AM,MAC-20-0801,Public safety observed maintenance issue.,10/15/2020 02:53 AM and 10/15/2020 02:58 AM,,REFERRED TO OTHER DEPARTMENT
"COLLEGE POLICY VIOLATION : COMMUNITY RESPONSIBILITIES : 4.6 EXPECTATIONS DURING THE COVID-19 
PANDEMIC",MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,10/15/2020,11:32 AM,MAC-20-0803,It was reported to Public Safety that a party entered the building refusing to wear a face covering.,10/15/2020 12:00 AM and 10/15/2020 12:00 AM,,
SUSPICIOUS ACTIVITY,MACALESTER CAMPUS : ACADEMIC AND ADMINISTRATIVE : RUTH STRICKER DAYTON CAMPUS CENTER,10/15/2020,11:32 AM,MAC-20-0803,It was reported to Public Safety that a party entered the building refusing to wear a face covering.,10/15/2020 12:00 AM and 10/15/2020 12:00 AM,,
ASSIST : COLLEGE STUDENT,MACALESTER CAMPUS : HOUSING AND RESIDENCE HALL : BIGELOW HALL,10/15/2020,12:00 PM,MAC-20-0802,Public Safety assisted with delivery,10/15/2020 12:01 PM and 10/15/2020 12:30 PM,,CLEARED SERVICE COMPLETE
